Sentiment,HelpFul,Title,Review
5,15,Goodbye plain window coverings,"So glad the blinds I bought didn't fit and I decided to look into curtains.  Just happened on this brand while searching Amazon, and looked through dozens of pages of nature, cityscapes and other amazing designs.  This one was the perfect mix of wildlife and my favorite nature element, the waterfall.<br><br>The design appears lighter/darker at different types of the day.  It looks like a beautiful wall painting at night, and still beautiful with the sun shining right into them during the day.  To say they add more life and personality to the room than blinds or plain curtains is an understatement.  I wish I had discovered these earlier, but better late than never."
5,2,They're going to look beautiful in our girls' nursery,These are higher quality than I expected. They're going to look beautiful in our girls' nursery.
5,1,Five Stars,"Beautiful curtain, though not as dark as in the photo of it."
5,2,22 and counting,WOW!  Love it.  Very nice!  I now own 22 sets of their curtains and love them all.
5,3,Perfection,Utterly beautiful.  The material is top quality.  Put it on a dowel rod to use as a closet door in the guest room.  Looking for something similar for another room.
5,2,"These curtains are wonderful quality, the fabric is hearty and substantial while ...","These curtains are wonderful quality, the fabric is hearty and substantial while still allowing enough light into the daylight basement."
2,3,Nice print. crappy material.,Nice print but crappy material...
5,2,I just love these curtains,I just love these curtains. We bought them for our bedroom and loved them so much that we bought a second set for the spare bedroom. They make us smile and somehow feel a bit more ready to open our eyes and get out of bed.
5,7,Beautiful drapes,"Absolutely beautiful! Still let's some light through, which is exactly what I was looking for."
5,2,Absolutely stunning.,Absolutely stunning. We're getting ready to buy a house and it has 2 more windows and I'm EXCITED to have 2 more of these in my living room
5,10,Probably one of my favorite purchases I've ever made,"Probably one of my favorite purchases I've ever made. They look beautiful in our living room and the quality and material are wonderful.  Thick and soft and almost perfect.  They are exceptionally long and I will have to hem them, but that has nothing to do with how great the curtains are in general."
5,2,Five Stars,nice complement to my living room
5,0,Five Stars,perfect for fall decor.
4,1,Four Stars,should allow tittle more  guaging.
5,1,Five Stars,Thanks so much
5,0,Five Stars,Awesome
5,0,Great! Thick and look just like the picture.,Curtains came in fast and look great. I ordered them and didn't realize they were too short. I did love them though. Wish they had fit. That was my fault.
5,5,Enjoying the view.,Its really a beautiful curtain and we are enjoying the view.
5,1,Amazing,These curtains are beautiful
5,4,Five Stars,I enjoy it every day.
5,3,Five Stars,These blinds are the bomb.  I intend on ordering 2 more panels.  I've gotten tons of compliments.
5,4,Love it!,Absolutely beautiful colors true to the images! Picture perfect.
5,0,Look great!  Have a bedroom with an international theme and they were the perfect touch.  Easy to hang and just the right size.,"Thanks for making my ""International Room"" look fantastic!"
5,5,These curtains are simply beautiful! This was a great purchase and I am ...,These curtains are simply beautiful! This was a great purchase and I am still getting compliments on them. I might even order more for the other room!
5,0,"They were very heavy and beautiful, but too shiney bright gold for my room","They were very heavy and beautiful, but too shiney bright gold for my room, The Seller was great to deal with the return."
5,0,Five Stars,Love the curtains! They look just like the picture!
5,0,Five Stars,Look really nice!
5,1,perrfect,covers my closet clutter
5,4,These curtains are awesome. I am using them as a backdrop for ...,"These curtains are awesome. I am using them as a backdrop for Santa Pictures with my Youth league. I haven't used them yet, but did hang them to see how they look.<br>If any of you have used these curtains, can you tell me if it's ok to steam them to remove some wrinkles?"
5,1,Five Stars,Love this! Really brightens up my room and the sun actually shines through it!
5,1,Our friend sent for one also.,"Great product , thanks for the good service."
5,2,Very nice.,Very nice very true to colors
5,69,Perfect for the bedroom,"Although I was hesitant to buy this as it seemed rather cheesy, I went for it because something about the image seemed calming to me. I am so glad I did! It hangs just as pictured, the material is thick and sturdy but soft so it doesn't wrinkle, and it looks beautiful when there is light shining through it - it hangs in my bedroom window and in the morning the light comes through outlined by the tree image just enough to be bright, but not so much to wake me up. It's just very pleasant to wake up to. And it's decently private - I did the nighttime test and walked outside and had my spouse walk up to it with the light on, and I could just barely see her shape, but I couldn't tell what she looked like or what she was wearing. I highly recommend it."
5,29,Beautiful and functional!,"These are stunning!  They look exactly as described. Heavy and well made, they let in plenty of light while also not being see through. I use these to cover a sliding glass door, and even with all the lights on you can't see in my house. For this price you can't beat them."
2,3,Needs better QA when sewing.,"Seams top and bottom are not straight, when hung on level curtain rod it is obvious, when measured the 2.5"" rod pocket they were not even, varied from 2.25"" to 2.75"".<br><br>The digital images are very nicely done, good quality."
5,1,I do love these curtains,"I do love these curtains, although I haven't unpacked them and put them up as  yet.  I am waiting to paint the walls before I hang these curtains."
